./agents/active_inference/precision.py:125:61: E502 the backslash is redundant between brackets
./agents/active_inference/precision.py:126:21: E128 continuation line under-indented for visual indent
./inference/engine/__init__.py:92:80: E501 line too long (98 > 79 characters)
./inference/engine/active_inference.py:43:80: E501 line too long (84 > 79 characters)
./inference/engine/active_inference.py:92:80: E501 line too long (90 > 79 characters)
./inference/engine/active_inference.py:95:80: E501 line too long (85 > 79 characters)
./inference/engine/active_inference.py:112:80: E501 line too long (81 > 79 characters)
./inference/engine/active_inference.py:116:80: E501 line too long (109 > 79 characters)
./inference/engine/active_inference.py:143:80: E501 line too long (81 > 79 characters)
./inference/engine/active_inference.py:161:80: E501 line too long (90 > 79 characters)
./inference/engine/active_inference.py:208:80: E501 line too long (84 > 79 characters)
./inference/engine/active_inference.py:210:80: E501 line too long (81 > 79 characters)
./inference/engine/active_inference.py:221:80: E501 line too long (92 > 79 characters)
./inference/engine/active_inference.py:233:80: E501 line too long (109 > 79 characters)
./inference/engine/active_inference.py:235:80: E501 line too long (84 > 79 characters)
./inference/engine/active_inference.py:244:69: W291 trailing whitespace
./inference/engine/active_inference.py:245:24: E128 continuation line under-indented for visual indent
./inference/engine/active_inference.py:245:54: W291 trailing whitespace
./inference/engine/active_inference.py:246:24: E128 continuation line under-indented for visual indent
./inference/engine/active_inference.py:266:80: E501 line too long (92 > 79 characters)
./inference/engine/active_inference.py:277:80: E501 line too long (82 > 79 characters)
./inference/engine/active_inference.py:279:43: W291 trailing whitespace
./inference/engine/active_inference.py:280:72: W291 trailing whitespace
./inference/engine/active_inference.py:283:80: E501 line too long (84 > 79 characters)
./inference/engine/active_inference.py:287:80: E501 line too long (82 > 79 characters)
./inference/engine/active_inference.py:289:70: W291 trailing whitespace
./inference/engine/active_inference.py:295:80: E501 line too long (82 > 79 characters)
./inference/engine/active_inference.py:295:83: W291 trailing whitespace
./inference/engine/active_inference.py:302:80: E501 line too long (82 > 79 characters)
./inference/engine/active_inference.py:302:83: W291 trailing whitespace
./inference/engine/active_inference.py:304:80: E501 line too long (92 > 79 characters)
./inference/engine/active_inference.py:317:80: E501 line too long (82 > 79 characters)
./inference/engine/active_inference.py:317:83: W291 trailing whitespace
./inference/engine/active_inference.py:325:80: E501 line too long (80 > 79 characters)
./inference/engine/active_inference.py:336:80: E501 line too long (82 > 79 characters)
./inference/engine/active_inference.py:336:83: W291 trailing whitespace
./inference/engine/active_inference.py:344:80: E501 line too long (99 > 79 characters)
./inference/engine/active_inference.py:360:80: E501 line too long (82 > 79 characters)
./inference/engine/active_inference.py:360:83: W291 trailing whitespace
./inference/engine/active_inference.py:375:80: E501 line too long (83 > 79 characters)
./inference/engine/active_inference.py:426:80: E501 line too long (84 > 79 characters)
./inference/engine/active_inference.py:455:80: E501 line too long (86 > 79 characters)
./inference/engine/active_inference.py:615:80: E501 line too long (98 > 79 characters)
./inference/engine/active_inference.py:638:80: E501 line too long (83 > 79 characters)
./inference/engine/active_inference.py:681:80: E501 line too long (85 > 79 characters)
./inference/engine/active_inference.py:761:80: E501 line too long (85 > 79 characters)
./inference/engine/active_inference.py:916:80: E501 line too long (86 > 79 characters)
./inference/engine/active_inference.py:1013:80: E501 line too long (88 > 79 characters)
./inference/engine/active_inference.py:1086:80: E501 line too long (84 > 79 characters)
./inference/engine/active_inference.py:1088:80: E501 line too long (83 > 79 characters)
./inference/engine/active_inference.py:1115:80: E501 line too long (97 > 79 characters)
./inference/engine/active_inference.py:1122:80: E501 line too long (84 > 79 characters)
./inference/engine/active_inference.py:1195:80: E501 line too long (91 > 79 characters)
./inference/engine/active_inference.py:1219:80: E501 line too long (87 > 79 characters)
./inference/engine/active_inference.py:1229:80: E501 line too long (81 > 79 characters)
./inference/engine/active_inference.py:1301:80: E501 line too long (84 > 79 characters)
./inference/engine/active_learning.py:44:80: E501 line too long (87 > 79 characters)
./inference/engine/active_learning.py:70:80: E501 line too long (82 > 79 characters)
./inference/engine/active_learning.py:187:80: E501 line too long (87 > 79 characters)
./inference/engine/active_learning.py:226:80: E501 line too long (87 > 79 characters)
./inference/engine/active_learning.py:276:80: E501 line too long (80 > 79 characters)
./inference/engine/active_learning.py:302:80: E501 line too long (80 > 79 characters)
./inference/engine/active_learning.py:335:80: E501 line too long (80 > 79 characters)
./inference/engine/active_learning.py:342:80: E501 line too long (80 > 79 characters)
./inference/engine/active_learning.py:461:80: E501 line too long (88 > 79 characters)
./inference/engine/active_learning.py:490:80: E501 line too long (91 > 79 characters)
./inference/engine/belief_state.py:74:80: E501 line too long (86 > 79 characters)
./inference/engine/belief_state.py:322:80: E501 line too long (83 > 79 characters)
./inference/engine/belief_state.py:601:80: E501 line too long (85 > 79 characters)
./inference/engine/belief_update.py:160:80: E501 line too long (82 > 79 characters)
./inference/engine/belief_visualization_interface.py:4:80: E501 line too long (82 > 79 characters)
./inference/engine/belief_visualization_interface.py:121:80: E501 line too long (83 > 79 characters)
./inference/engine/belief_visualization_interface.py:174:80: E501 line too long (100 > 79 characters)
./inference/engine/belief_visualization_interface.py:178:80: E501 line too long (82 > 79 characters)
./inference/engine/belief_visualization_interface.py:179:80: E501 line too long (95 > 79 characters)
./inference/engine/belief_visualization_interface.py:181:80: E501 line too long (92 > 79 characters)
./inference/engine/belief_visualization_interface.py:196:80: E501 line too long (82 > 79 characters)
./inference/engine/belief_visualization_interface.py:217:80: E501 line too long (82 > 79 characters)
./inference/engine/belief_visualization_interface.py:219:80: E501 line too long (80 > 79 characters)
./inference/engine/belief_visualization_interface.py:220:80: E501 line too long (81 > 79 characters)
./inference/engine/belief_visualization_interface.py:222:80: E501 line too long (98 > 79 characters)
./inference/engine/belief_visualization_interface.py:226:80: E501 line too long (96 > 79 characters)
./inference/engine/belief_visualization_interface.py:233:80: E501 line too long (100 > 79 characters)
./inference/engine/belief_visualization_interface.py:234:80: E501 line too long (100 > 79 characters)
./inference/engine/computational_optimization.py:337:80: E501 line too long (80 > 79 characters)
./inference/engine/computational_optimization.py:548:80: E501 line too long (83 > 79 characters)
./inference/engine/computational_optimization.py:575:80: E501 line too long (85 > 79 characters)
./inference/engine/diagnostics.py:49:80: E501 line too long (82 > 79 characters)
./inference/engine/diagnostics.py:151:80: E501 line too long (84 > 79 characters)
./inference/engine/diagnostics.py:176:80: E501 line too long (82 > 79 characters)
./inference/engine/diagnostics.py:200:80: E501 line too long (87 > 79 characters)
./inference/engine/diagnostics.py:221:80: E501 line too long (82 > 79 characters)
./inference/engine/diagnostics.py:301:80: E501 line too long (90 > 79 characters)
./inference/engine/diagnostics.py:326:80: E501 line too long (81 > 79 characters)
./inference/engine/diagnostics.py:364:80: E501 line too long (81 > 79 characters)
./inference/engine/diagnostics.py:481:80: E501 line too long (83 > 79 characters)
./inference/engine/diagnostics.py:616:80: E501 line too long (82 > 79 characters)
./inference/engine/diagnostics.py:656:80: E501 line too long (81 > 79 characters)
./inference/engine/diagnostics.py:657:80: E501 line too long (85 > 79 characters)
./inference/engine/diagnostics.py:661:80: E501 line too long (86 > 79 characters)
./inference/engine/diagnostics.py:691:80: E501 line too long (80 > 79 characters)
./inference/engine/generative_model.py:2:80: E501 line too long (82 > 79 characters)
./inference/engine/generative_model.py:6:80: E501 line too long (80 > 79 characters)
./inference/engine/generative_model.py:11:80: E501 line too long (91 > 79 characters)
./inference/engine/generative_model.py:31:80: E501 line too long (85 > 79 characters)
./inference/engine/generative_model.py:58:80: E501 line too long (82 > 79 characters)
./inference/engine/generative_model.py:75:80: E501 line too long (97 > 79 characters)
./inference/engine/generative_model.py:79:80: E501 line too long (82 > 79 characters)
./inference/engine/generative_model.py:98:80: E501 line too long (80 > 79 characters)
./inference/engine/generative_model.py:103:80: E501 line too long (80 > 79 characters)
./inference/engine/generative_model.py:106:80: E501 line too long (81 > 79 characters)
./inference/engine/generative_model.py:155:80: E501 line too long (95 > 79 characters)
./inference/engine/generative_model.py:156:80: E501 line too long (83 > 79 characters)
./inference/engine/generative_model.py:168:80: E501 line too long (81 > 79 characters)
./inference/engine/generative_model.py:193:80: E501 line too long (85 > 79 characters)
./inference/engine/generative_model.py:276:80: E501 line too long (86 > 79 characters)
./inference/engine/generative_model.py:326:80: E501 line too long (80 > 79 characters)
./inference/engine/generative_model.py:349:80: E501 line too long (82 > 79 characters)
./inference/engine/generative_model.py:366:80: E501 line too long (81 > 79 characters)
./inference/engine/generative_model.py:369:80: E501 line too long (83 > 79 characters)
./inference/engine/generative_model.py:475:80: E501 line too long (83 > 79 characters)
./inference/engine/generative_model.py:582:80: E501 line too long (89 > 79 characters)
./inference/engine/generative_model.py:604:80: E501 line too long (83 > 79 characters)
./inference/engine/generative_model.py:687:80: E501 line too long (86 > 79 characters)
./inference/engine/generative_model.py:689:80: E501 line too long (83 > 79 characters)
./inference/engine/generative_model.py:705:80: E501 line too long (81 > 79 characters)
./inference/engine/generative_model.py:731:80: E501 line too long (83 > 79 characters)
./inference/engine/generative_model.py:751:80: E501 line too long (82 > 79 characters)
./inference/engine/generative_model.py:847:80: E501 line too long (83 > 79 characters)
./inference/engine/generative_model.py:892:80: E501 line too long (87 > 79 characters)
./inference/engine/generative_model.py:949:80: E501 line too long (90 > 79 characters)
./inference/engine/generative_model.py:978:80: E501 line too long (83 > 79 characters)
./inference/engine/generative_model.py:991:80: E501 line too long (122 > 79 characters)
./inference/engine/generative_model.py:1131:80: E501 line too long (83 > 79 characters)
./inference/engine/generative_model.py:1175:80: E501 line too long (80 > 79 characters)
./inference/engine/gnn_integration.py:11:80: E501 line too long (92 > 79 characters)
./inference/engine/gnn_integration.py:24:80: E501 line too long (86 > 79 characters)
./inference/engine/gnn_integration.py:56:80: E501 line too long (90 > 79 characters)
./inference/engine/gnn_integration.py:66:80: E501 line too long (87 > 79 characters)
./inference/engine/gnn_integration.py:72:80: E501 line too long (87 > 79 characters)
./inference/engine/gnn_integration.py:110:80: E501 line too long (87 > 79 characters)
./inference/engine/gnn_integration.py:123:80: E501 line too long (87 > 79 characters)
./inference/engine/gnn_integration.py:169:80: E501 line too long (87 > 79 characters)
./inference/engine/gnn_integration.py:180:80: E501 line too long (87 > 79 characters)
./inference/engine/gnn_integration.py:387:1: W293 blank line contains whitespace
./inference/engine/gnn_integration.py:423:1: W293 blank line contains whitespace
./inference/engine/gnn_integration.py:425:1: W293 blank line contains whitespace
./inference/engine/gnn_integration.py:431:1: W293 blank line contains whitespace
./inference/engine/gnn_integration.py:442:1: W293 blank line contains whitespace
./inference/engine/gnn_integration.py:443:80: E501 line too long (90 > 79 characters)
./inference/engine/gnn_integration.py:585:80: E501 line too long (97 > 79 characters)
./inference/engine/gnn_integration.py:586:80: E501 line too long (94 > 79 characters)
./inference/engine/gnn_integration.py:601:80: E501 line too long (81 > 79 characters)
./inference/engine/gnn_integration.py:606:80: E501 line too long (96 > 79 characters)
./inference/engine/gnn_integration.py:682:80: E501 line too long (96 > 79 characters)
./inference/engine/graphnn_integration.py:120:80: E501 line too long (87 > 79 characters)
./inference/engine/graphnn_integration.py:126:80: E501 line too long (87 > 79 characters)
./inference/engine/graphnn_integration.py:165:80: E501 line too long (87 > 79 characters)
./inference/engine/graphnn_integration.py:178:80: E501 line too long (87 > 79 characters)
./inference/engine/graphnn_integration.py:224:80: E501 line too long (87 > 79 characters)
./inference/engine/graphnn_integration.py:235:80: E501 line too long (87 > 79 characters)
./inference/engine/graphnn_integration.py:439:1: W293 blank line contains whitespace
./inference/engine/graphnn_integration.py:474:1: W293 blank line contains whitespace
./inference/engine/graphnn_integration.py:476:1: W293 blank line contains whitespace
./inference/engine/graphnn_integration.py:482:1: W293 blank line contains whitespace
./inference/engine/graphnn_integration.py:493:1: W293 blank line contains whitespace
./inference/engine/graphnn_integration.py:494:80: E501 line too long (97 > 79 characters)
./inference/engine/graphnn_integration.py:732:80: E501 line too long (96 > 79 characters)
./inference/engine/hierarchical_inference.py:188:80: E501 line too long (85 > 79 characters)
./inference/engine/hierarchical_inference.py:218:80: E501 line too long (82 > 79 characters)
./inference/engine/parameter_learning.py:15:80: E501 line too long (97 > 79 characters)
./inference/engine/parameter_learning.py:141:80: E501 line too long (86 > 79 characters)
./inference/engine/parameter_learning.py:199:80: E501 line too long (85 > 79 characters)
./inference/engine/parameter_learning.py:201:80: E501 line too long (89 > 79 characters)
./inference/engine/parameter_learning.py:326:80: E501 line too long (85 > 79 characters)
./inference/engine/parameter_learning.py:331:80: E501 line too long (88 > 79 characters)
./inference/engine/policy_selection.py:2:80: E501 line too long (80 > 79 characters)
./inference/engine/policy_selection.py:4:80: E501 line too long (82 > 79 characters)
./inference/engine/policy_selection.py:5:80: E501 line too long (81 > 79 characters)
./inference/engine/policy_selection.py:7:80: E501 line too long (85 > 79 characters)
./inference/engine/policy_selection.py:8:80: E501 line too long (95 > 79 characters)
./inference/engine/policy_selection.py:20:80: E501 line too long (92 > 79 characters)
./inference/engine/policy_selection.py:68:80: E501 line too long (80 > 79 characters)
./inference/engine/policy_selection.py:86:80: E501 line too long (85 > 79 characters)
./inference/engine/policy_selection.py:160:80: E501 line too long (95 > 79 characters)
./inference/engine/policy_selection.py:337:80: E501 line too long (91 > 79 characters)
./inference/engine/policy_selection.py:361:80: E501 line too long (110 > 79 characters)
./inference/engine/policy_selection.py:418:80: E501 line too long (97 > 79 characters)
./inference/engine/policy_selection.py:458:80: E501 line too long (88 > 79 characters)
./inference/engine/policy_selection.py:587:80: E501 line too long (80 > 79 characters)
./inference/engine/policy_selection.py:710:80: E501 line too long (83 > 79 characters)
./inference/engine/policy_selection.py:730:80: E501 line too long (88 > 79 characters)
./inference/engine/policy_selection.py:839:80: E501 line too long (99 > 79 characters)
./inference/engine/policy_selection.py:875:80: E501 line too long (87 > 79 characters)
./inference/engine/policy_selection.py:946:80: E501 line too long (81 > 79 characters)
./inference/engine/precision.py:100:80: E501 line too long (98 > 79 characters)
./inference/engine/precision.py:192:80: E501 line too long (84 > 79 characters)
./inference/engine/precision.py:193:80: E501 line too long (86 > 79 characters)
./inference/engine/precision.py:284:80: E501 line too long (89 > 79 characters)
./inference/engine/precision.py:291:80: E501 line too long (84 > 79 characters)
./inference/engine/precision.py:300:80: E501 line too long (86 > 79 characters)
./inference/engine/precision.py:341:80: E501 line too long (90 > 79 characters)
./inference/engine/precision.py:372:80: E501 line too long (85 > 79 characters)
./inference/engine/precision.py:454:80: E501 line too long (94 > 79 characters)
./inference/engine/precision.py:484:80: E501 line too long (89 > 79 characters)
./inference/engine/precision.py:631:80: E501 line too long (95 > 79 characters)
./inference/engine/precision.py:633:80: E501 line too long (97 > 79 characters)
./inference/engine/precision.py:667:80: E501 line too long (90 > 79 characters)
./inference/engine/pymdp_generative_model.py:11:80: E501 line too long (87 > 79 characters)
./inference/engine/pymdp_generative_model.py:15:80: E501 line too long (91 > 79 characters)
./inference/engine/pymdp_generative_model.py:16:80: E501 line too long (82 > 79 characters)
./inference/engine/pymdp_generative_model.py:24:80: E501 line too long (80 > 79 characters)
./inference/engine/pymdp_generative_model.py:39:80: E501 line too long (91 > 79 characters)
./inference/engine/pymdp_generative_model.py:63:80: E501 line too long (106 > 79 characters)
./inference/engine/pymdp_generative_model.py:155:80: E501 line too long (88 > 79 characters)
./inference/engine/pymdp_generative_model.py:203:80: E501 line too long (81 > 79 characters)
./inference/engine/pymdp_generative_model.py:296:80: E501 line too long (80 > 79 characters)
./inference/engine/pymdp_generative_model.py:311:80: E501 line too long (80 > 79 characters)
./inference/engine/pymdp_integration.py:68:80: E501 line too long (82 > 79 characters)
./inference/engine/pymdp_integration.py:80:80: E501 line too long (84 > 79 characters)
./inference/engine/pymdp_integration.py:85:80: E501 line too long (85 > 79 characters)
./inference/engine/pymdp_integration.py:94:80: E501 line too long (82 > 79 characters)
./inference/engine/pymdp_integration.py:201:80: E501 line too long (82 > 79 characters)
./inference/engine/pymdp_integration.py:248:80: E501 line too long (86 > 79 characters)
./inference/engine/pymdp_integration.py:286:80: E501 line too long (91 > 79 characters)
./inference/engine/pymdp_integration.py:300:80: E501 line too long (85 > 79 characters)
./inference/engine/pymdp_policy_selector.py:11:80: E501 line too long (88 > 79 characters)
./inference/engine/pymdp_policy_selector.py:23:80: E501 line too long (87 > 79 characters)
./inference/engine/pymdp_policy_selector.py:80:80: E501 line too long (92 > 79 characters)
./inference/engine/pymdp_policy_selector.py:87:80: E501 line too long (85 > 79 characters)
./inference/engine/pymdp_policy_selector.py:134:80: E501 line too long (92 > 79 characters)
./inference/engine/pymdp_policy_selector.py:138:80: E501 line too long (92 > 79 characters)
./inference/engine/pymdp_policy_selector.py:142:80: E501 line too long (85 > 79 characters)
./inference/engine/pymdp_policy_selector.py:149:80: E501 line too long (82 > 79 characters)
./inference/engine/pymdp_policy_selector.py:150:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:157:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:162:80: E501 line too long (87 > 79 characters)
./inference/engine/pymdp_policy_selector.py:164:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:166:80: E501 line too long (89 > 79 characters)
./inference/engine/pymdp_policy_selector.py:168:80: E501 line too long (107 > 79 characters)
./inference/engine/pymdp_policy_selector.py:171:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:173:80: E501 line too long (81 > 79 characters)
./inference/engine/pymdp_policy_selector.py:176:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:179:75: W291 trailing whitespace
./inference/engine/pymdp_policy_selector.py:180:28: E128 continuation line under-indented for visual indent
./inference/engine/pymdp_policy_selector.py:180:80: E501 line too long (115 > 79 characters)
./inference/engine/pymdp_policy_selector.py:184:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:188:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:189:80: E501 line too long (92 > 79 characters)
./inference/engine/pymdp_policy_selector.py:202:79: W291 trailing whitespace
./inference/engine/pymdp_policy_selector.py:203:13: E129 visually indented line with same indent as next logical line
./inference/engine/pymdp_policy_selector.py:205:80: E501 line too long (82 > 79 characters)
./inference/engine/pymdp_policy_selector.py:221:80: E501 line too long (86 > 79 characters)
./inference/engine/pymdp_policy_selector.py:222:39: E128 continuation line under-indented for visual indent
./inference/engine/pymdp_policy_selector.py:222:80: E501 line too long (126 > 79 characters)
./inference/engine/pymdp_policy_selector.py:225:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:228:80: E501 line too long (92 > 79 characters)
./inference/engine/pymdp_policy_selector.py:229:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:233:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:234:80: E501 line too long (119 > 79 characters)
./inference/engine/pymdp_policy_selector.py:235:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:236:80: E501 line too long (92 > 79 characters)
./inference/engine/pymdp_policy_selector.py:240:80: E501 line too long (80 > 79 characters)
./inference/engine/pymdp_policy_selector.py:243:80: E501 line too long (109 > 79 characters)
./inference/engine/pymdp_policy_selector.py:247:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:252:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:255:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:258:80: E501 line too long (87 > 79 characters)
./inference/engine/pymdp_policy_selector.py:259:40: E128 continuation line under-indented for visual indent
./inference/engine/pymdp_policy_selector.py:259:80: E501 line too long (127 > 79 characters)
./inference/engine/pymdp_policy_selector.py:261:80: E501 line too long (81 > 79 characters)
./inference/engine/pymdp_policy_selector.py:264:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:265:80: E501 line too long (92 > 79 characters)
./inference/engine/pymdp_policy_selector.py:273:80: E501 line too long (89 > 79 characters)
./inference/engine/pymdp_policy_selector.py:278:80: E501 line too long (107 > 79 characters)
./inference/engine/pymdp_policy_selector.py:288:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:298:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:301:80: E501 line too long (95 > 79 characters)
./inference/engine/pymdp_policy_selector.py:308:80: E501 line too long (85 > 79 characters)
./inference/engine/pymdp_policy_selector.py:322:80: E501 line too long (89 > 79 characters)
./inference/engine/pymdp_policy_selector.py:333:80: E501 line too long (105 > 79 characters)
./inference/engine/pymdp_policy_selector.py:342:80: E501 line too long (87 > 79 characters)
./inference/engine/pymdp_policy_selector.py:344:80: E501 line too long (82 > 79 characters)
./inference/engine/pymdp_policy_selector.py:345:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:352:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:358:80: E501 line too long (81 > 79 characters)
./inference/engine/pymdp_policy_selector.py:378:80: E501 line too long (83 > 79 characters)
./inference/engine/pymdp_policy_selector.py:378:84: W291 trailing whitespace
./inference/engine/pymdp_policy_selector.py:379:19: E128 continuation line under-indented for visual indent
./inference/engine/pymdp_policy_selector.py:380:80: E501 line too long (83 > 79 characters)
./inference/engine/pymdp_policy_selector.py:380:84: W291 trailing whitespace
./inference/engine/pymdp_policy_selector.py:381:19: E128 continuation line under-indented for visual indent
./inference/engine/pymdp_policy_selector.py:382:1: W293 blank line contains whitespace
./inference/engine/pymdp_policy_selector.py:390:80: E501 line too long (102 > 79 characters)
./inference/engine/pymdp_policy_selector.py:435:80: E501 line too long (82 > 79 characters)
./inference/engine/pymdp_policy_selector.py:436:80: E501 line too long (85 > 79 characters)
./inference/engine/pymdp_policy_selector.py:470:80: E501 line too long (80 > 79 characters)
./inference/engine/pymdp_policy_selector.py:497:80: E501 line too long (93 > 79 characters)
./inference/engine/pymdp_policy_selector.py:504:80: E501 line too long (85 > 79 characters)
./inference/engine/pymdp_policy_selector.py:509:80: E501 line too long (95 > 79 characters)
./inference/engine/pymdp_policy_selector.py:523:80: E501 line too long (91 > 79 characters)
./inference/engine/pymdp_policy_selector.py:524:80: E501 line too long (85 > 79 characters)
./inference/engine/pymdp_policy_selector.py:691:80: E501 line too long (80 > 79 characters)
./inference/engine/pymdp_policy_selector.py:721:80: E501 line too long (88 > 79 characters)
./inference/engine/pymdp_policy_selector.py:731:80: E501 line too long (91 > 79 characters)
./inference/engine/temporal_planning.py:253:80: E501 line too long (81 > 79 characters)
./inference/engine/temporal_planning.py:329:80: E501 line too long (80 > 79 characters)
./inference/engine/temporal_planning.py:331:80: E501 line too long (83 > 79 characters)
./inference/engine/temporal_planning.py:339:80: E501 line too long (84 > 79 characters)
./inference/engine/temporal_planning.py:426:80: E501 line too long (86 > 79 characters)
./inference/engine/temporal_planning.py:662:80: E501 line too long (81 > 79 characters)
./inference/engine/uncertainty_quantification.py:5:80: E501 line too long (80 > 79 characters)
./inference/engine/uncertainty_quantification.py:88:80: E501 line too long (80 > 79 characters)
./inference/engine/uncertainty_quantification.py:111:80: E501 line too long (88 > 79 characters)
./inference/engine/uncertainty_quantification.py:201:80: E501 line too long (82 > 79 characters)
./inference/engine/uncertainty_quantification.py:227:80: E501 line too long (97 > 79 characters)
./inference/engine/uncertainty_quantification.py:304:80: E501 line too long (93 > 79 characters)
./inference/engine/uncertainty_quantification.py:306:80: E501 line too long (95 > 79 characters)
./inference/engine/uncertainty_quantification.py:307:80: E501 line too long (84 > 79 characters)
./inference/engine/uncertainty_quantification.py:402:80: E501 line too long (80 > 79 characters)
./inference/engine/uncertainty_quantification.py:423:80: E501 line too long (91 > 79 characters)
./inference/engine/uncertainty_quantification.py:429:80: E501 line too long (85 > 79 characters)
./inference/engine/uncertainty_quantification.py:434:80: E501 line too long (85 > 79 characters)
./inference/engine/uncertainty_quantification.py:438:80: E501 line too long (98 > 79 characters)
./inference/engine/uncertainty_quantification.py:444:80: E501 line too long (84 > 79 characters)
./inference/engine/uncertainty_quantification.py:452:80: E501 line too long (94 > 79 characters)
./inference/engine/uncertainty_quantification.py:459:80: E501 line too long (85 > 79 characters)
./inference/engine/uncertainty_quantification.py:460:80: E501 line too long (80 > 79 characters)
./inference/engine/uncertainty_quantification.py:467:80: E501 line too long (94 > 79 characters)
./inference/engine/uncertainty_quantification.py:468:80: E501 line too long (93 > 79 characters)
./inference/engine/uncertainty_quantification.py:491:80: E501 line too long (91 > 79 characters)
./inference/gnn/batch_processor.py:214:80: E501 line too long (85 > 79 characters)
./inference/gnn/batch_processor.py:280:80: E501 line too long (94 > 79 characters)
./inference/gnn/batch_processor.py:405:80: E501 line too long (91 > 79 characters)
./inference/gnn/benchmark_datasets.py:149:80: E501 line too long (89 > 79 characters)
./inference/gnn/cache_manager.py:382:80: E501 line too long (82 > 79 characters)
./inference/gnn/cache_manager.py:470:80: E501 line too long (80 > 79 characters)
./inference/gnn/cache_manager.py:480:80: E501 line too long (82 > 79 characters)
./inference/gnn/cache_manager.py:531:80: E501 line too long (104 > 79 characters)
./inference/gnn/edge_processor.py:22:80: E501 line too long (84 > 79 characters)
./inference/gnn/edge_processor.py:23:80: E501 line too long (95 > 79 characters)
./inference/gnn/edge_processor.py:705:80: E501 line too long (87 > 79 characters)
./inference/gnn/edge_processor.py:708:80: E501 line too long (93 > 79 characters)
./inference/gnn/executor.py:17:80: E501 line too long (84 > 79 characters)
./inference/gnn/executor.py:18:80: E501 line too long (83 > 79 characters)
./inference/gnn/executor.py:180:80: E501 line too long (80 > 79 characters)
./inference/gnn/executor.py:182:80: E501 line too long (87 > 79 characters)
./inference/gnn/executor.py:185:80: E501 line too long (86 > 79 characters)
./inference/gnn/executor.py:238:80: E501 line too long (81 > 79 characters)
./inference/gnn/executor.py:241:80: E501 line too long (86 > 79 characters)
./inference/gnn/executor.py:246:80: E501 line too long (90 > 79 characters)
./inference/gnn/executor.py:251:80: E501 line too long (84 > 79 characters)
./inference/gnn/executor.py:338:80: E501 line too long (88 > 79 characters)
./inference/gnn/executor.py:340:80: E501 line too long (86 > 79 characters)
./inference/gnn/executor.py:353:80: E501 line too long (85 > 79 characters)
./inference/gnn/executor.py:359:80: E501 line too long (92 > 79 characters)
./inference/gnn/feature_extractor.py:37:80: E501 line too long (80 > 79 characters)
./inference/gnn/feature_extractor.py:274:80: E501 line too long (80 > 79 characters)
./inference/gnn/feature_extractor.py:447:80: E501 line too long (82 > 79 characters)
./inference/gnn/feature_extractor.py:458:80: E501 line too long (85 > 79 characters)
./inference/gnn/feature_extractor.py:562:80: E501 line too long (86 > 79 characters)
./inference/gnn/feature_extractor.py:567:80: E501 line too long (83 > 79 characters)
./inference/gnn/feature_extractor.py:655:80: E501 line too long (84 > 79 characters)
./inference/gnn/feature_extractor.py:863:80: E501 line too long (80 > 79 characters)
./inference/gnn/generator.py:39:80: E501 line too long (104 > 79 characters)
./inference/gnn/generator.py:101:80: E501 line too long (81 > 79 characters)
./inference/gnn/generator.py:241:80: E501 line too long (87 > 79 characters)
./inference/gnn/generator.py:274:80: E501 line too long (94 > 79 characters)
./inference/gnn/generator.py:282:80: E501 line too long (87 > 79 characters)
./inference/gnn/generator.py:302:80: E501 line too long (93 > 79 characters)
./inference/gnn/generator.py:328:80: E501 line too long (84 > 79 characters)
./inference/gnn/generator.py:341:80: E501 line too long (82 > 79 characters)
./inference/gnn/generator.py:342:80: E501 line too long (81 > 79 characters)
./inference/gnn/generator.py:343:80: E501 line too long (80 > 79 characters)
./inference/gnn/generator.py:354:80: E501 line too long (100 > 79 characters)
./inference/gnn/generator.py:358:80: E501 line too long (87 > 79 characters)
./inference/gnn/generator.py:360:80: E501 line too long (84 > 79 characters)
./inference/gnn/layers.py:292:80: E501 line too long (89 > 79 characters)
./inference/gnn/layers.py:398:80: E501 line too long (84 > 79 characters)
./inference/gnn/layers.py:462:80: E501 line too long (84 > 79 characters)
